Date,BTC-USD,ETH-USD,LTC-USD
2020-01-05,7411.3173828125,136.2767791748047,43.55320739746094
2020-01-06,7769.21923828125,144.3041534423828,45.81635284423828
2020-01-07,8163.6923828125,143.5439910888672,46.424583435058594
2020-01-08,8079.86279296875,141.2581329345703,45.65376663208008
2020-01-09,7879.0712890625,138.9792022705078,45.2159309387207
2020-01-10,8166.55419921875,143.96377563476562,48.72732925415039
2020-01-11,8037.53759765625,142.92710876464844,49.26376724243164
2020-01-12,8192.494140625,145.87393188476562,51.08073806762695
2020-01-13,8144.1943359375,144.22659301757812,49.733768463134766
2020-01-14,8827.7646484375,165.95535278320312,58.47823333740234
2020-01-15,8807.0107421875,166.23068237304688,58.05284881591797
2020-01-16,8723.7861328125,164.39100646972656,57.618255615234375
2020-01-17,8929.0380859375,170.7799530029297,61.48712539672852
2020-01-18,8942.80859375,175.3656768798828,59.40864562988281
2020-01-19,8706.2451171875,166.9698486328125,57.80069351196289
2020-01-20,8657.642578125,167.12051391601562,57.20326232910156
2020-01-21,8745.89453125,169.69715881347656,57.64788055419922
2020-01-22,8680.8759765625,168.29415893554688,58.3547248840332
2020-01-23,8406.515625,162.92855834960938,54.6302604675293
2020-01-24,8445.4345703125,163.05117797851562,54.53178787231445
2020-01-25,8367.84765625,161.283935546875,53.69778823852539
2020-01-26,8596.830078125,168.0771026611328,56.21271514892578
2020-01-27,8909.8193359375,170.93089294433594,58.76326751708984
2020-01-28,9358.58984375,176.3703155517578,60.671817779541016
2020-01-29,9316.6298828125,175.0503387451172,60.07793426513672
2020-01-30,9508.9931640625,184.6904754638672,68.15906524658203
2020-01-31,9350.529296875,180.16017150878903,67.8794937133789
2020-02-01,9392.875,183.6739501953125,70.82001495361328
2020-02-02,9344.365234375,188.61753845214844,70.2315444946289
2020-02-03,9293.521484375,189.8650665283203,69.78022003173828
2020-02-04,9180.962890625,189.25059509277344,68.1957778930664
2020-02-05,9613.423828125,204.2302398681641,72.49310302734375
2020-02-06,9729.8017578125,212.33908081054688,73.38868713378906
2020-02-07,9795.943359375,222.7260589599609,74.35611724853516
2020-02-08,9865.119140625,223.14651489257807,76.46756744384766
2020-02-09,10116.673828125,228.5785675048828,77.09258270263672
2020-02-10,9856.611328125,223.522705078125,74.33509826660156
2020-02-11,10208.236328125,235.8511962890625,76.59739685058594
2020-02-12,10326.0546875,265.4061279296875,81.29744720458984
2020-02-13,10214.3798828125,268.0992431640625,80.40342712402344
2020-02-14,10312.1162109375,284.2174987792969,82.99034881591797
2020-02-15,9889.4248046875,264.72857666015625,76.51324462890625
2020-02-16,9934.43359375,259.89471435546875,75.152587890625
2020-02-17,9690.142578125,266.3634338378906,73.25130462646484
2020-02-18,10141.99609375,281.944580078125,77.0351791381836
2020-02-19,9633.38671875,259.76397705078125,71.13594055175781
2020-02-20,9608.4755859375,257.949462890625,69.62484741210938
2020-02-21,9686.44140625,265.6006164550781,73.45092010498047
2020-02-22,9663.181640625,262.33172607421875,75.1330795288086
2020-02-23,9924.515625,273.754150390625,79.53665161132812
2020-02-24,9650.1748046875,265.2164306640625,75.5356216430664
2020-02-25,9341.705078125,247.81759643554688,71.18024444580078
2020-02-26,8820.5224609375,225.6802673339844,61.01430892944336
2020-02-27,8784.494140625,226.75338745117188,61.50788497924805
2020-02-28,8672.455078125,226.760498046875,59.76395797729492
2020-02-29,8599.5087890625,219.8485107421875,58.54326248168945
2020-03-01,8562.4541015625,218.97059631347656,57.956687927246094
2020-03-02,8869.669921875,230.5697784423828,60.995548248291016
2020-03-03,8787.7861328125,224.4796295166016,61.14447784423828
2020-03-04,8755.24609375,224.5179748535156,60.38241958618164
2020-03-05,9078.7626953125,229.2681884765625,62.04545974731445
2020-03-06,9122.5458984375,243.5252990722656,63.02560043334961
2020-03-07,8909.9541015625,237.85308837890625,60.54631042480469
2020-03-08,8108.1162109375,200.6890563964844,51.72859954833984
2020-03-09,7923.64453125,201.986328125,50.16814804077149
2020-03-10,7909.7294921875,200.76724243164065,50.25638961791992
2020-03-11,7911.43017578125,194.8685302734375,48.46378326416016
2020-03-12,4970.7880859375,112.3471221923828,30.930883407592773
2020-03-13,5563.70703125,133.20181274414062,37.43795394897461
2020-03-14,5200.3662109375,123.30602264404295,34.39658737182617
2020-03-15,5392.31494140625,125.21430206298828,36.43709182739258
2020-03-16,5014.47998046875,110.60587310791016,32.876216888427734
2020-03-17,5225.62939453125,113.9427490234375,33.56386947631836
2020-03-18,5238.4384765625,114.84226989746094,33.68417739868164
2020-03-19,6191.19287109375,136.59385681152344,39.07376480102539
2020-03-20,6198.7783203125,132.73716735839844,38.131954193115234
2020-03-21,6185.06640625,132.81871032714844,38.34232711791992
2020-03-22,5830.2548828125,123.32115173339844,35.628055572509766
2020-03-23,6416.31494140625,134.91160583496094,38.76576614379883
2020-03-24,6734.8037109375,138.76144409179688,40.49064636230469
2020-03-25,6681.06298828125,136.19589233398438,39.15122222900391
2020-03-26,6716.4404296875,138.36155700683594,40.16059875488281
2020-03-27,6469.79833984375,133.9379425048828,38.91847610473633
2020-03-28,6242.19384765625,130.9864959716797,38.873756408691406
2020-03-29,5922.04296875,125.58373260498048,37.3325424194336
2020-03-30,6429.841796875,132.904541015625,39.13829040527344
2020-03-31,6438.64453125,133.59356689453125,39.299102783203125
2020-04-01,6606.7763671875,135.63455200195312,39.38081359863281
2020-04-02,6793.62451171875,142.02914428710938,39.874168395996094
2020-04-03,6733.38720703125,142.09130859375,40.359134674072266
2020-04-04,6867.52734375,145.21939086914062,40.67555618286133
2020-04-05,6791.12939453125,143.54664611816406,40.67013931274414
2020-04-06,7271.78125,169.13587951660156,44.39112091064453
2020-04-07,7176.41455078125,165.10194396972656,44.667930603027344
2020-04-08,7334.0986328125,172.64173889160156,46.31985855102539
2020-04-09,7302.08935546875,170.80714416503906,46.38497924804688
2020-04-10,6865.4931640625,158.41244506835938,42.269813537597656
2020-04-11,6859.0830078125,158.2160186767578,42.31909942626953
2020-04-12,6971.091796875,161.14242553710938,42.450286865234375
2020-04-13,6845.03759765625,156.27955627441406,41.20434188842773
2020-04-14,6842.427734375,157.5963897705078,41.05384063720703
2020-04-15,6642.10986328125,153.28689575195312,39.58906936645508
2020-04-16,7116.80419921875,172.15737915039062,42.68901824951172
2020-04-17,7096.1845703125,171.63858032226562,42.74503707885742
2020-04-18,7257.6650390625,186.91400146484372,44.36289596557617
2020-04-19,7189.4248046875,181.61495971679688,42.63475036621094
2020-04-20,6881.95849609375,172.2971649169922,40.82838439941406
2020-04-21,6880.3232421875,172.73770141601562,41.04014205932617
2020-04-22,7117.20751953125,182.59957885742188,41.88741302490234
2020-04-23,7429.724609375,185.02867126464844,42.93721389770508
2020-04-24,7550.90087890625,189.2369384765625,44.81045150756836
2020-04-25,7569.93603515625,195.5153045654297,44.71490859985352
2020-04-26,7679.8671875,197.31753540039065,44.6890869140625
2020-04-27,7795.60107421875,197.22471618652344,44.71006393432617
2020-04-28,7807.05859375,198.41539001464844,46.02870178222656
2020-04-29,8801.0380859375,216.96823120117188,49.18130111694336
2020-04-30,8658.5537109375,207.60205078125,46.71401977539063
2020-05-01,8864.7666015625,214.21910095214844,47.79170227050781
2020-05-02,8988.5966796875,215.32537841796875,49.458045959472656
2020-05-03,8897.46875,210.9331512451172,48.26715850830078
2020-05-04,8912.654296875,208.17401123046875,47.47349166870117
2020-05-05,9003.0703125,206.7743988037109,46.78725814819336
2020-05-06,9268.76171875,204.0557861328125,45.942867279052734
2020-05-07,9951.5185546875,212.28941345214844,47.330116271972656
2020-05-08,9842.666015625,212.9915771484375,47.88221740722656
2020-05-09,9593.896484375,211.60012817382807,47.27418518066406
2020-05-10,8756.4306640625,188.5995635986328,42.36762619018555
2020-05-11,8601.7958984375,185.912841796875,41.6999626159668
2020-05-12,8804.4775390625,189.3125,42.11188125610352
2020-05-13,9269.9873046875,199.1932830810547,43.134559631347656
2020-05-14,9733.7216796875,202.9490966796875,43.9453353881836
2020-05-15,9328.197265625,195.62266540527344,42.833980560302734
2020-05-16,9377.013671875,200.6771240234375,43.21289825439453
2020-05-17,9670.7392578125,207.15869140625,43.64083480834961
2020-05-18,9726.5751953125,214.52505493164065,45.20107269287109
2020-05-19,9729.0380859375,213.45111083984372,45.38361358642578
2020-05-20,9522.9814453125,210.09674072265625,44.17212677001953
2020-05-21,9081.76171875,199.88360595703125,42.74270248413086
2020-05-22,9182.5771484375,207.169189453125,44.20758056640625
2020-05-23,9209.287109375,208.69439697265625,44.03311920166016
2020-05-24,8790.3681640625,202.37034606933597,42.44889450073242
2020-05-25,8906.9345703125,205.3197479248047,42.94612884521485
2020-05-26,8835.052734375,201.90231323242188,42.43205642700195
2020-05-27,9181.017578125,208.86343383789065,43.86143112182617
2020-05-28,9525.7509765625,219.8404235839844,44.758697509765625
2020-05-29,9439.1240234375,220.6751251220703,44.6524658203125
2020-05-30,9700.4140625,242.34559631347656,47.53863143920898
2020-05-31,9461.05859375,230.9757080078125,45.59188461303711
2020-06-01,10167.2685546875,246.99176025390625,48.1252326965332
2020-06-02,9529.8037109375,237.21905517578125,45.92351531982422
2020-06-03,9656.7177734375,244.1793212890625,47.17289352416992
2020-06-04,9800.63671875,244.4263916015625,47.63759613037109
2020-06-05,9665.533203125,241.22198486328125,47.05314636230469
2020-06-06,9653.6796875,241.9313201904297,46.7319564819336
2020-06-07,9758.8525390625,245.1672515869141,46.66800308227539
2020-06-08,9771.4892578125,246.30990600585935,46.47397232055664
2020-06-09,9795.7001953125,244.9114532470703,46.06941223144531
2020-06-10,9870.0947265625,247.4449462890625,46.67997741699219
2020-06-11,9321.78125,231.70266723632807,43.51470947265625
2020-06-12,9480.84375,237.4932098388672,44.82805252075195
2020-06-13,9475.27734375,238.90884399414065,45.09455871582031
2020-06-14,9386.7880859375,234.1147003173828,44.08452606201172
2020-06-15,9450.7021484375,229.9289093017578,43.9142951965332
2020-06-16,9538.0244140625,234.41616821289065,43.87725830078125
2020-06-17,9480.2548828125,233.0282745361328,44.03235626220703
2020-06-18,9411.8408203125,232.1011657714844,43.56013107299805
2020-06-19,9288.0185546875,227.13829040527344,42.679832458496094
